index,date,title,production budget,domestric budget,worldwide gross
665,"Jul 23, 2015",The Vatican Tapes,"$13,000,000","$1,784,763","$14,929,184"
666,"Jul 24, 2015",Best of Enemies,"$750,000","$892,802","$940,936"
667,"Jul 24, 2015",The Outrageous Sophie Tucker,"$500,000",$0,$0
668,"Jul 29, 2015",Mission: Impossible—Rogue Nation,"$150,000,000","$195,042,377","$688,858,992"
669,"Jul 29, 2015",The Little Prince,"$77,500,000","$1,311,213","$102,027,275"
670,"Jul 29, 2015",Vacation,"$31,000,000","$58,884,188","$102,306,500"
671,"Jul 31, 2015",Beyond the Brick: A LEGO Brickumentary,"$1,000,000","$101,531","$101,531"
672,"Jul 31, 2015",Destiny,"$750,000",$0,$450
673,"Jul 31, 2015",Counting,"$50,000","$8,374","$8,374"
674,"Aug 4, 2015",Bending Steel,"$50,000",$0,$0
675,"Aug 5, 2015",The Fantastic Four,"$120,000,000","$56,117,548","$167,849,187"
676,"Aug 6, 2015",The 33,"$25,000,000","$12,227,722","$28,287,489"
677,"Aug 6, 2015",The Gift,"$5,000,000","$43,787,265","$58,978,477"
678,"Aug 7, 2015",Ricki and the Flash,"$18,000,000","$26,839,498","$41,166,033"
679,"Aug 7, 2015",Kahlil Gibran's The Prophet,"$12,000,000","$340,536","$1,080,362"
680,"Aug 7, 2015",Cop Car,"$5,000,000","$134,552","$143,658"
681,"Aug 7, 2015",The Diary of a Teenage Girl,"$2,000,000","$1,477,002","$2,279,959"
682,"Aug 11, 2015",Alleluia! The Devil's Carnival,"$500,000",$0,$0
683,"Aug 11, 2015",The Brain That Sings,"$125,000",$0,$0
684,"Aug 12, 2015",The Man From U.N.C.L.E.,"$75,000,000","$45,445,109","$108,517,735"
685,"Aug 12, 2015",Theeb,"$535,000","$283,024","$1,040,135"
686,"Aug 13, 2015",Brothers,"$13,000,000","$656,688","$17,856,688"
687,"Aug 13, 2015",A Walk in the Woods,"$8,000,000","$29,499,394","$37,119,358"
688,"Aug 13, 2015",El Clan,"$5,500,000","$201,227","$22,125,102"
689,"Aug 14, 2015",Straight Outta Compton,"$28,000,000","$161,197,785","$202,182,981"
690,"Aug 14, 2015",Amnesiac,"$3,000,000",$0,$0
691,"Aug 14, 2015",Vaalu,"$1,900,000",$0,"$12,444"
692,"Aug 14, 2015",Karachi se Lahore,"$1,000,000",$0,"$17,721"
693,"Aug 17, 2015",Everest,"$65,000,000","$43,482,270","$221,297,061"
694,"Aug 18, 2015",The Love Letter,"$250,000",$0,$0
695,"Aug 19, 2015",Hitman: Agent 47,"$35,000,000","$22,467,450","$82,182,803"
696,"Aug 19, 2015",American Ultra,"$28,000,000","$14,439,985","$30,295,028"
697,"Aug 19, 2015",Sinister 2,"$10,000,000","$27,740,955","$54,104,225"
698,"Aug 21, 2015",Criminal,"$31,500,000","$14,708,696","$38,771,262"
699,"Aug 21, 2015",The Curse of Downers Grove,"$2,000,000",$0,$0
700,"Aug 21, 2015",Top Spin,"$150,000","$5,858","$5,858"
701,"Aug 26, 2015",Dheepan,"$9,000,000","$248,795","$7,704,357"
702,"Aug 26, 2015",No Escape,"$5,000,000","$27,288,872","$42,844,516"
703,"Aug 26, 2015",We Are Your Friends,"$2,000,000","$3,591,417","$10,153,415"
704,"Aug 27, 2015",Cìkè Niè Yinniáng,"$15,000,000","$632,542","$11,279,884"
705,"Aug 27, 2015",War Room,"$3,000,000","$67,790,117","$73,989,734"
706,"Aug 28, 2015",Zipper,"$4,500,000",$0,$0
707,"Aug 28, 2015",Windsor Drive,"$850,000","$3,256","$3,256"
708,"Aug 28, 2015",Turbo Kid,"$60,000",$0,$0
709,"Aug 29, 2015",Lunch Time Heroes,"$100,000",$0,$0
710,"Sep 1, 2015",Lords of London,"$3,440,000",$0,$0
711,"Sep 1, 2015","Run, Hide, Die","$50,000",$0,$0
712,"Sep 2, 2015",The Transporter Refueled,"$22,000,000","$16,029,670","$69,698,495"
713,"Sep 2, 2015",Le tout nouveau testament,"$8,700,000","$127,910","$19,499,856"
714,"Sep 3, 2015",Queen of the Desert,"$36,000,000",$0,"$1,578,543"
715,"Sep 4, 2015",San cheng ji,"$12,000,000",$0,"$1,950,194"
716,"Sep 4, 2015",Before We Go,"$3,000,000","$37,151","$483,938"
717,"Sep 4, 2015",Heroes of Dirt,"$175,000",$0,$0
718,"Sep 8, 2015",Chain of Command,"$4,000,000",$0,$0
719,"Sep 8, 2015",Checkmate,"$1,500,000",$0,$0
720,"Sep 9, 2015",Maze Runner: The Scorch Trials,"$61,000,000","$81,697,192","$310,566,162"
721,"Sep 9, 2015",The Perfect Guy,"$18,000,000","$57,027,435","$60,278,166"
722,"Sep 10, 2015",The Visit,"$5,000,000","$65,206,105","$98,677,816"
723,"Sep 11, 2015",Legend,"$25,000,000","$1,872,994","$42,280,444"
724,"Sep 11, 2015",90 Minutes in Heaven,"$5,000,000","$4,816,142","$4,816,142"
725,"Sep 17, 2015",Black Mass,"$53,000,000","$62,575,678","$98,837,872"
726,"Sep 17, 2015",Sicario,"$30,000,000","$46,889,293","$84,264,182"
727,"Sep 17, 2015",Oddball,"$7,000,000",$0,"$10,338,919"
728,"Sep 17, 2015",Captive,"$2,000,000","$2,583,301","$2,791,973"
729,"Sep 18, 2015",La navaja de Don Juan,"$1,200,000","$4,254","$4,254"
730,"Sep 23, 2015",Hotel Transylvania 2,"$80,000,000","$169,700,110","$474,800,000"
731,"Sep 24, 2015",The Intern,"$40,000,000","$75,764,672","$197,115,710"
732,"Sep 24, 2015",The Green Inferno,"$1,000,000","$7,192,291","$12,931,420"
733,"Sep 25, 2015",Pan,"$150,000,000","$35,088,320","$151,525,973"
734,"Sep 25, 2015",Mississippi Grind,"$7,100,000","$130,541","$448,641"
735,"Sep 25, 2015",Navy SEAL vs. Zombies,"$5,000,000",$0,$0
736,"Sep 25, 2015",Julija in alfa Romeo,"$560,000",$0,"$8,462"
737,"Sep 28, 2015","Me, You and Five Bucks","$1,500,000","$2,105","$2,105"
738,"Sep 29, 2015",R.L. Stine’s Monsterville: The Cabinet of Souls,"$4,400,000",$0,$0
739,"Sep 29, 2015",Theresa Is a Mother,"$200,000",$0,$0
740,"Sep 29, 2015",Queen Crab,"$75,000",$0,$0
741,"Sep 29, 2015",A Plague So Pleasant,"$1,400",$0,$0
742,"Sep 30, 2015",The Martian,"$108,000,000","$228,433,663","$653,609,107"
743,"Sep 30, 2015",The Walk,"$35,000,000","$10,161,183","$61,492,104"
744,"Oct 1, 2015",Regression,"$20,000,000","$55,039","$15,824,374"
745,"Oct 2, 2015",Freeheld,"$7,000,000","$546,201","$1,732,228"
746,"Oct 6, 2015",Spectre,"$245,000,000","$200,074,175","$879,077,344"
747,"Oct 6, 2015",The Timber,"$2,100,000",$0,$0
748,"Oct 9, 2015",Steve Jobs,"$30,000,000","$17,766,658","$35,579,007"
749,"Oct 9, 2015",Western Religion,"$250,000",$0,$0
750,"Oct 13, 2015",8 Days,"$2,500,000",$0,$0
751,"Oct 13, 2015",Lucky Dog,"$2,000,000",$0,$0
752,"Oct 14, 2015",Goosebumps,"$58,000,000","$80,069,458","$158,952,243"
753,"Oct 14, 2015",Crimson Peak,"$55,000,000","$31,090,320","$74,966,854"
754,"Oct 14, 2015",Bridge of Spies,"$40,000,000","$72,313,754","$162,498,338"
755,"Oct 15, 2015",The Lobster,"$4,500,000","$9,196,278","$17,985,061"
756,"Oct 15, 2015",Siakh lokhamim: ha'slilim ha'gnouzim,"$450,000","$41,260","$42,503"
757,"Oct 16, 2015",Room,"$13,000,000","$14,677,674","$36,316,727"
758,"Oct 16, 2015",Woodlawn,"$13,000,000","$14,394,097","$14,403,891"
759,"Oct 16, 2015",Truth,"$9,600,000","$2,541,854","$6,842,580"
760,"Oct 16, 2015",Beasts of No Nation,"$6,000,000","$90,777","$90,777"
761,"Oct 16, 2015",Unnatural,"$3,000,000",$0,$0
762,"Oct 16, 2015",Wind Walkers,"$2,000,000",$0,$0
763,"Oct 20, 2015",Beginner’s Guide to Sex,"$1,800,000",$0,$0
764,"Oct 20, 2015",Rotor DR1,"$350,000",$0,$0
765,"Oct 21, 2015",The Last Witch Hunter,"$80,000,000","$27,367,660","$130,818,912"
766,"Oct 21, 2015",Paranormal Activity: The Ghost Dimension,"$10,000,000","$18,297,124","$77,959,374"
767,"Oct 22, 2015",Burnt,"$20,000,000","$13,651,946","$36,766,293"
768,"Oct 22, 2015",Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937"
769,"Oct 23, 2015",Rock the Kasbah,"$15,000,000","$3,020,665","$3,386,153"
770,"Oct 23, 2015",Bone Tomahawk,"$2,000,000",$0,"$475,846"
771,"Oct 23, 2015",They Will Have to Kill Us First,"$600,000",$0,"$7,943"
772,"Oct 23, 2015",I Smile Back,"$400,000","$58,738","$63,373"
773,"Oct 23, 2015",The Looking Glass,"$300,000","$1,711","$1,711"
774,"Oct 23, 2015",Lumea e a mea,"$168,000",$0,"$29,678"
775,"Oct 27, 2015",Running Forever,"$5,000,000",$0,$0
776,"Oct 27, 2015",The Horror Network,"$1,000,000",$0,$0
777,"Oct 29, 2015",Scouts Guide to the Zombie Apocalypse,"$15,000,000","$3,703,046","$15,554,855"
778,"Oct 30, 2015",Freaks of Nature,"$33,000,000","$70,958","$70,958"
779,"Oct 30, 2015",Our Brand is Crisis,"$28,000,000","$7,002,261","$8,594,558"
780,"Oct 30, 2015",Dancin' It's On,"$12,000,000",$0,$0
781,"Oct 30, 2015",The Dressmaker,"$11,900,000","$2,022,115","$24,374,909"
782,"Oct 30, 2015","Don Gato, el inicio de la pandilla","$8,000,000",$0,"$4,604,656"
783,"Nov 3, 2015",The Final Girls,"$4,500,000",$0,$0
784,"Nov 4, 2015",Brooklyn,"$11,000,000","$38,322,743","$62,076,141"
785,"Nov 5, 2015",The Peanuts Movie,"$99,000,000","$130,178,411","$250,091,610"
786,"Nov 5, 2015",Arthur and the War of Two Worlds,"$45,500,000","$347,136","$36,180,824"
787,"Nov 6, 2015",Spotlight,"$20,000,000","$45,055,776","$91,902,438"
788,"Nov 6, 2015",Trumbo,"$15,000,000","$7,857,741","$13,300,181"
789,"Nov 10, 2015",The Little Ponderosa Zoo,"$500,000",$0,$0
790,"Nov 10, 2015",Perfect Cowboy,"$200,000",$0,$0
791,"Nov 10, 2015",The Night Visitor,"$100,000",$0,$0
792,"Nov 11, 2015",10 Days in a Madhouse,"$12,000,000","$14,616","$14,616"
793,"Nov 12, 2015",The Night Before,"$25,000,000","$43,035,725","$52,568,099"
794,"Nov 12, 2015",Secret in Their Eyes,"$20,000,000","$20,180,155","$32,608,019"
795,"Nov 12, 2015",By the Sea,"$20,000,000","$538,460","$3,727,746"
796,"Nov 12, 2015",Love the Coopers,"$18,000,000","$26,302,731","$44,263,413"
797,"Nov 12, 2015",Heist,"$8,900,000","$50,136","$3,324,131"
798,"Nov 13, 2015",Savva. Serdtse voyna,"$30,000,000",$0,"$5,015,080"
799,"Nov 13, 2015",My All-American,"$20,000,000","$2,246,000","$2,246,000"
800,"Nov 13, 2015",The Lady in the Van,"$6,000,000","$10,021,175","$42,320,503"
801,"Nov 18, 2015",The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$646,219,954"
802,"Nov 20, 2015",Carol,"$11,800,000","$12,711,491","$42,217,114"
803,"Nov 20, 2015",Criminal Activities,"$7,000,000",$0,"$386,744"
804,"Nov 20, 2015",#Horror,"$1,500,000",$0,$0
805,"Nov 25, 2015",The Good Dinosaur,"$187,500,000","$123,087,120","$333,771,037"
806,"Nov 25, 2015",Victor Frankenstein,"$40,000,000","$5,775,076","$31,124,367"
807,"Nov 25, 2015",Creed,"$37,000,000","$109,767,581","$173,567,581"
808,"Nov 26, 2015",In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309"
809,"Nov 27, 2015",The Danish Girl,"$15,000,000","$11,114,018","$67,514,963"
810,"Dec 1, 2015",Shark Lake,"$2,000,000",$0,$0
811,"Dec 1, 2015",Brooklyn Bizarre,"$500,000",$0,$0
812,"Dec 1, 2015",Dutch Kills,"$25,000",$0,$0
813,"Dec 2, 2015",Point Break,"$100,000,000","$28,782,481","$126,704,591"
814,"Dec 2, 2015",Krampus,"$15,000,000","$42,725,475","$61,788,393"
815,"Dec 3, 2015",Chiamatemi Francesco - Il papa della gente,"$15,000,000",$0,"$3,925,769"
816,"Dec 3, 2015",Under sandet,"$6,000,000","$434,640","$4,959,039"
817,"Dec 4, 2015",Chi-raq,"$15,000,000","$2,653,031","$2,733,397"
818,"Dec 8, 2015",Amidst the Devil's Wings,"$300,000",$0,$0
819,"Dec 11, 2015",The Ridiculous 6,"$60,000,000",$0,$0
820,"Dec 11, 2015",The Big Short,"$28,000,000","$70,259,870","$132,624,681"
821,"Dec 11, 2015","Loulou, l’incroyable secret","$7,793,000",$0,"$12,196"
822,"Dec 11, 2015",Close Range,"$3,000,000",$0,$0
823,"Dec 11, 2015","To Be Frank, Sinatra at 100","$2,000,000",$0,$926
824,"Dec 11, 2015",American Hero,"$1,000,000",$0,"$107,590"
825,"Dec 16, 2015",Star Wars Ep. VII: The Force Awakens,"$306,000,000","$936,662,225","$2,064,615,817"
826,"Dec 17, 2015",The Ghouls,"$37,000,000","$1,243,810","$259,425,249"
827,"Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,"$90,000,000","$85,886,987","$249,517,956"
828,"Dec 18, 2015",Sisters,"$30,000,000","$87,044,645","$106,030,660"
829,"Dec 18, 2015",Skammerens datter,"$7,300,000",$0,"$3,364,513"
830,"Dec 22, 2015",Por amor en el caserio,"$1,000,000",$0,$0
831,"Dec 24, 2015",Joy,"$60,000,000","$56,451,232","$101,134,059"
832,"Dec 24, 2015",Yip Man 3,"$36,000,000","$2,679,437","$157,300,954"
833,"Dec 24, 2015",Concussion,"$35,000,000","$34,531,832","$50,363,790"
834,"Dec 25, 2015",The Revenant,"$135,000,000","$183,637,894","$532,938,302"
835,"Dec 25, 2015",The Hateful Eight,"$62,000,000","$54,117,416","$151,813,358"
836,"Dec 25, 2015",Daddy’s Home,"$50,000,000","$150,357,137","$241,504,989"
837,"Dec 30, 2015",Snowden,"$50,000,000","$21,587,519","$35,380,918"
838,"Dec 31, 2015",Jane Got a Gun,"$25,000,000","$1,513,793","$3,771,345"
839,"Jan 4, 2016",10 Cloverfield Lane,"$15,000,000","$72,082,999","$108,286,422"
840,"Jan 5, 2016",Adulterers,"$750,000",$0,$0
841,"Jan 5, 2016",Deathgasm,"$200,000",$0,"$14,685"
842,"Jan 7, 2016",The Forest,"$10,000,000","$26,594,261","$40,749,230"
843,"Jan 7, 2016",Friend Request,"$9,900,000","$3,759,078","$11,310,835"
844,"Jan 8, 2016",The Masked Saint,"$3,500,000","$182,695","$182,695"
845,"Jan 8, 2016",The Abandoned,"$850,000",$0,$0
846,"Jan 14, 2016",Ride Along 2,"$40,000,000","$90,862,685","$124,827,316"
847,"Jan 14, 2016",The 5th Wave,"$38,000,000","$34,912,982","$111,336,398"
848,"Jan 14, 2016",Norm of the North,"$18,000,000","$17,062,499","$30,535,660"
849,"Jan 15, 2016",13 Hours: The Secret Soldiers of Benghazi,"$50,000,000","$52,853,219","$69,411,370"
850,"Jan 19, 2016",The Veil,"$4,000,000",$0,$0
851,"Jan 19, 2016",Eden,"$2,300,000",$0,$0
852,"Jan 19, 2016",Sharkskin,"$2,100,000",$0,$0
853,"Jan 21, 2016",Dirty Grandpa,"$11,500,000","$35,593,113","$105,078,449"
854,"Jan 21, 2016",The Boy,"$10,000,000","$35,819,556","$68,220,952"
855,"Jan 21, 2016",Anomalisa,"$8,000,000","$3,759,286","$5,706,168"
856,"Jan 21, 2016",Airlift (2016),"$4,400,000",$0,"$9,969,237"
857,"Jan 23, 2016",Kung Fu Panda 3,"$140,000,000","$143,528,619","$506,124,167"
858,"Jan 27, 2016",Moana,"$150,000,000","$248,757,044","$687,228,908"
859,"Jan 27, 2016",The Finest Hours,"$70,000,000","$27,569,558","$49,252,761"
860,"Jan 28, 2016",Fifty Shades of Black,"$5,000,000","$11,686,940","$22,113,075"
861,"Feb 2, 2016",The Rise of the Krays,"$2,500,000",$0,$0
862,"Feb 2, 2016",Fight to the Finish,"$500,000",$0,$0
863,"Feb 4, 2016",Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,"$60,000,000","$709,982","$194,058,503"
864,"Feb 4, 2016",Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300"
865,"Feb 4, 2016",Robinson Crusoe,"$13,000,000","$8,005,586","$42,446,455"
866,"Feb 5, 2016",Zoolander 2,"$50,000,000","$28,848,693","$55,348,693"
867,"Feb 5, 2016","Hail, Caesar!","$22,000,000","$30,080,225","$64,220,196"
868,"Feb 5, 2016",Misconduct,"$11,000,000",$0,"$2,352,511"
869,"Feb 7, 2016",Mei Ren Yu,"$60,720,000","$3,229,457","$525,018,479"
870,"Feb 8, 2016",How to be Single,"$37,000,000","$46,843,513","$100,003,780"
871,"Feb 9, 2016",Deadpool,"$58,000,000","$363,070,709","$781,947,691"
872,"Feb 10, 2016",Zootopia,"$150,000,000","$341,268,248","$1,002,462,578"
873,"Feb 12, 2016",Les Innocentes,"$6,200,000","$1,065,665","$9,249,142"
874,"Feb 12, 2016",El abrazo de la serpiente,"$1,400,000","$1,329,249","$4,787,818"
875,"Feb 18, 2016",Risen,"$20,000,000","$36,880,033","$46,244,066"
876,"Feb 18, 2016",Midnight Special,"$18,000,000","$3,712,282","$7,680,250"
877,"Feb 19, 2016",Triple 9,"$20,000,000","$12,639,297","$25,943,792"
878,"Feb 19, 2016",Forsaken,"$18,000,000",$0,$0
879,"Feb 19, 2016",A.C.O.R.N.S.: Operation Crackdown,"$8,500,000",$0,"$1,353,287"
880,"Feb 19, 2016",Race,"$5,000,000","$19,115,191","$23,745,772"
881,"Feb 19, 2016",The Witch,"$3,500,000","$25,138,705","$40,429,635"
882,"Feb 24, 2016",Gods of Egypt,"$140,000,000","$31,153,464","$138,836,756"
883,"Feb 24, 2016",The Brothers Grimsby,"$35,000,000","$6,864,016","$28,720,470"
884,"Feb 24, 2016",The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107"
885,"Feb 26, 2016",Eddie the Eagle,"$23,000,000","$15,789,389","$45,032,437"
886,"Feb 26, 2016",Unforgettable,"$12,000,000","$11,368,012","$16,221,211"
887,"Mar 1, 2016",1982,"$1,000,000",$0,$0
888,"Mar 2, 2016",London Has Fallen,"$60,000,000","$62,524,260","$195,194,085"
889,"Mar 4, 2016",Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747"
890,"Mar 8, 2016",Out of the Inferno,"$19,000,000",$0,$0
891,"Mar 9, 2016",The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517"
892,"Mar 10, 2016",The Young Messiah,"$16,800,000","$6,469,813","$7,313,697"
893,"Mar 11, 2016",Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802"
894,"Mar 11, 2016",The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122"
895,"Mar 11, 2016",The Perfect Match,"$5,000,000","$9,669,521","$10,182,050"
896,"Mar 11, 2016","Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703"
897,"Mar 11, 2016",Creative Control,"$1,000,000","$63,014","$63,014"
898,"Mar 15, 2016",The Hatching,"$5,000,000",$0,$0
899,"Mar 16, 2016",Miracles from Heaven,"$13,000,000","$61,705,123","$73,773,317"
900,"Mar 17, 2016",Shut In,"$10,000,000","$6,900,335","$11,360,665"
901,"Mar 18, 2016",The Bronze,"$3,500,000","$615,816","$615,816"
902,"Mar 18, 2016",Krisha,"$30,000","$144,822","$144,822"
903,"Mar 23, 2016",Batman v Superman: Dawn of Justice,"$263,000,000","$330,360,194","$872,395,091"
904,"Mar 23, 2016",My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,096,558"
905,"Mar 30, 2016",Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126"
906,"Mar 31, 2016",Geroy,"$7,000,000",$0,"$1,545,121"
907,"Mar 31, 2016",Compadres,"$3,000,000","$3,127,773","$7,445,044"
908,"Apr 1, 2016",God’s Not Dead 2,"$5,000,000","$20,773,069","$23,551,286"
909,"Apr 1, 2016",Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,900,842"
910,"Apr 1, 2016",Meet the Blacks,"$900,000","$9,097,072","$9,097,072"
911,"Apr 6, 2016",The Huntsman: Winter’s War,"$115,000,000","$48,003,015","$165,149,302"
912,"Apr 7, 2016",The Jungle Book,"$175,000,000","$364,001,123","$953,535,821"
913,"Apr 7, 2016",The Boss,"$29,000,000","$63,077,560","$78,652,207"
914,"Apr 7, 2016",Hardcore Henry,"$2,000,000","$9,252,038","$17,187,434"
915,"Apr 8, 2016",The Invitation,"$1,000,000","$231,738","$354,836"
916,"Apr 8, 2016",Hush,"$1,000,000",$0,$0
917,"Apr 14, 2016",I Am Wrath,"$18,000,000",$0,"$309,608"
918,"Apr 15, 2016",Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202"
919,"Apr 15, 2016",Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639"
920,"Apr 15, 2016",Green Room,"$5,000,000","$3,220,371","$3,807,503"
921,"Apr 19, 2016",The Sound and the Shadow,"$500,000",$0,$0
922,"Apr 22, 2016",Captain America: Civil War,"$250,000,000","$408,084,349","$1,151,899,586"
923,"Apr 22, 2016",A Hologram for the King,"$35,000,000","$4,212,494","$11,846,010"
924,"Apr 22, 2016",Mother’s Day,"$25,000,000","$32,492,859","$52,367,022"
925,"Apr 22, 2016",Adopte un veuf,"$6,400,000",$0,"$9,394,401"
926,"Apr 22, 2016",The Meddler,"$3,200,000","$4,267,219","$5,526,942"
927,"Apr 22, 2016",Unsullied,"$1,500,000","$510,957","$510,957"
928,"Apr 29, 2016",Florence Foster Jenkins,"$29,000,000","$27,383,770","$56,000,339"
929,"Apr 29, 2016",Keanu,"$15,000,000","$20,591,853","$20,688,141"
930,"May 5, 2016",Neighbors 2: Sorority Rising,"$35,000,000","$55,340,730","$108,757,621"
931,"May 6, 2016",Code of Honor,"$8,000,000",$0,$0
932,"May 6, 2016",Being Charlie,"$2,000,000","$30,400","$32,964"
933,"May 8, 2016",The Secret Life of Pets,"$75,000,000","$369,094,830","$886,013,000"
934,"May 11, 2016",The Angry Birds Movie,"$73,000,000","$107,509,366","$352,288,341"
935,"May 12, 2016",Money Monster,"$27,000,000","$41,012,075","$93,466,095"
936,"May 13, 2016",Love & Friendship,"$3,000,000","$14,016,568","$23,934,375"
937,"May 18, 2016",X-Men: Apocalypse,"$178,000,000","$155,442,489","$542,537,546"
938,"May 19, 2016",The Nice Guys,"$50,000,000","$36,261,763","$59,596,747"
939,"May 20, 2016",Alice Through the Looking Glass,"$170,000,000","$77,042,381","$276,928,112"
940,"May 20, 2016",Café Society,"$30,000,000","$11,103,205","$44,348,292"
941,"May 20, 2016",Departure,"$1,100,000",$0,"$27,561"
942,"May 25, 2016",Warcraft,"$160,000,000","$47,365,290","$438,899,824"
943,"May 27, 2016",Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007"
944,"May 27, 2016",Elle,"$9,100,000","$2,339,735","$16,517,708"
945,"Jun 1, 2016",Me Before You,"$20,000,000","$56,245,075","$208,064,908"
946,"Jun 2, 2016",Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$82,051,601","$245,328,374"
947,"Jun 2, 2016",Ma vie de Courgette,"$8,000,000","$309,768","$10,245,743"
948,"Jun 3, 2016",Popstar: Never Stop Never Stopping,"$20,000,000","$9,496,130","$9,537,120"
949,"Jun 3, 2016",Time to Choose,"$3,500,000","$29,233","$29,233"
950,"Jun 3, 2016",The Fits,"$170,000","$166,425","$169,242"
951,"Jun 9, 2016",The Conjuring 2: The Enfield Poltergeist,"$40,000,000","$102,470,008","$310,196,332"
952,"Jun 9, 2016",The Neon Demon,"$7,500,000","$1,333,124","$3,559,803"
953,"Jun 10, 2016",Genius,"$17,000,000","$1,361,045","$7,265,283"
954,"Jun 15, 2016",All Eyez on Me,"$45,000,000","$44,922,302","$57,697,426"
955,"Jun 16, 2016",Finding Dory,"$200,000,000","$486,295,561","$1,025,006,125"
956,"Jun 16, 2016",Central Intelligence,"$50,000,000","$127,440,871","$217,194,805"
957,"Jun 22, 2016",Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424"
958,"Jun 23, 2016",The Shallows,"$13,000,000","$55,121,623","$118,763,442"
959,"Jun 24, 2016",Free State of Jones,"$50,000,000","$20,810,036","$23,237,252"
960,"Jun 24, 2016",Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111"
961,"Jun 27, 2016",The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025"
962,"Jun 30, 2016",The BFG,"$140,000,000","$55,483,770","$199,646,680"
963,"Jun 30, 2016",Ben-Hur,"$95,000,000","$26,410,477","$91,669,648"
964,"Jul 1, 2016",Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682"
965,"Jul 1, 2016",Sultan,"$11,000,000","$5,599,781","$72,989,781"
966,"Jul 1, 2016",La Tortue Rouge,"$11,000,000","$920,057","$6,712,903"
967,"Jul 1, 2016",The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727"
968,"Jul 1, 2016",Intruders,"$1,587,000",$0,"$8,019"
969,"Jul 2, 2016",Rock Dog,"$60,000,000","$9,420,546","$24,148,488"
970,"Jul 5, 2016",The Dog Lover,"$2,000,000",$0,$0
971,"Jul 5, 2016",Chemical Cut,"$1,000,000",$0,$0
972,"Jul 7, 2016",Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100"
973,"Jul 8, 2016",Captain Fantastic,"$5,000,000","$5,879,835","$21,340,234"
974,"Jul 13, 2016",Ghostbusters,"$144,000,000","$128,350,574","$229,008,658"
975,"Jul 13, 2016",The Infiltrator,"$47,500,000","$15,436,808","$22,152,137"
976,"Jul 15, 2016",Des nouvelles de la planète Mars,"$7,000,000",$310,"$582,849"
977,"Jul 15, 2016",Hillary’s America: The Secret History of the De…,"$5,000,000","$13,099,931","$13,099,931"
978,"Jul 15, 2016",Rebirth,"$2,000,000",$0,$0
979,"Jul 15, 2016",Closet Monster,"$1,850,000","$42,166","$99,748"
980,"Jul 15, 2016",Embrace,"$225,000","$412,340","$1,611,592"
981,"Jul 20, 2016",Jason Bourne,"$120,000,000","$162,192,920","$416,168,316"
982,"Jul 20, 2016",Operation Chromite,"$12,700,000","$1,022,720","$49,196,532"
983,"Jul 21, 2016",Star Trek Beyond,"$185,000,000","$158,848,340","$335,673,708"
984,"Jul 21, 2016",Lights Out,"$5,000,000","$67,268,835","$148,806,510"
985,"Jul 22, 2016",Fight Valley,"$20,000,000",$0,$0
986,"Jul 22, 2016",Don’t Think Twice,"$3,000,000","$4,417,983","$4,417,983"
987,"Jul 27, 2016",Nerve,"$20,000,000","$38,583,626","$85,583,945"
988,"Jul 29, 2016",Bad Moms,"$20,000,000","$113,257,297","$180,485,601"
989,"Jul 29, 2016",Tallulah,"$6,000,000",$0,$0
990,"Jul 29, 2016",Yoga Hosers,"$5,000,000",$0,"$38,767"
991,"Jul 29, 2016",The Land,"$1,000,000","$43,756","$43,756"
992,"Aug 2, 2016",Suicide Squad,"$175,000,000","$325,100,054","$745,744,980"
993,"Aug 5, 2016",Nine Lives,"$30,000,000","$19,700,032","$57,814,445"
994,"Aug 10, 2016",Pete’s Dragon,"$65,000,000","$76,233,151","$137,768,975"
995,"Aug 10, 2016",Sausage Party,"$19,000,000","$97,670,358","$141,344,255"
996,"Aug 10, 2016",Line Walker (使徒行者),"$10,800,000",$0,"$89,569,657"
