index,date,title,production budget,domestric budget,worldwide gross
1943,"May 24, 2023",The Little Mermaid,"$250,000,000","$298,172,056","$568,345,048"
1944,"May 25, 2023",The Machine,"$20,000,000","$10,458,331","$10,656,936"
1945,"May 31, 2023",Spider-Man: Across the Spider-Verse,"$100,000,000","$381,593,754","$681,545,031"
1946,"Jun 2, 2023",Past Lives,"$12,000,000","$10,950,663","$27,198,632"
1947,"Jun 6, 2023",Transformers: Rise of the Beasts,"$195,000,000","$157,341,749","$437,944,638"
1948,"Jun 13, 2023",The Flash,"$200,000,000","$108,167,507","$266,550,332"
1949,"Jun 14, 2023",Elemental,"$200,000,000","$154,426,697","$485,044,319"
1950,"Jun 15, 2023",No Hard Feelings,"$45,000,000","$50,452,282","$83,453,541"
1951,"Jun 28, 2023",Indiana Jones and the Dial of Destiny,"$300,000,000","$174,480,468","$381,408,656"
1952,"Jun 28, 2023","Ruby Gillman, Teenage Kraken","$70,000,000","$15,753,600","$46,143,948"
1953,"Jul 4, 2023",Sound of Freedom,"$14,500,000","$184,178,046","$250,731,818"
1954,"Jul 5, 2023",Insidious: The Red Door,"$16,000,000","$82,156,962","$186,258,928"
1955,"Jul 11, 2023",Mission: Impossible Dead Reckoning Part One,"$290,000,000","$172,640,980","$566,644,143"
1956,"Jul 19, 2023",Barbie,"$151,000,000","$636,238,421","$1,433,432,829"
1957,"Jul 19, 2023",Oppenheimer,"$100,000,000","$329,862,540","$966,991,739"
1958,"Jul 26, 2023",Haunted Mansion,"$157,750,000","$67,653,287","$114,797,989"
1959,"Jul 26, 2023",Talk To Me,"$4,250,000","$48,299,436","$92,181,818"
1960,"Jul 29, 2023",Meg 2: The Trench,"$129,000,000","$82,633,033","$394,299,160"
1961,"Aug 2, 2023",Teenage Mutant Ninja Turtles: Mutant Mayhem,"$70,000,000","$118,700,272","$180,329,865"
1962,"Aug 4, 2023",Strays,"$46,000,000","$23,988,885","$35,983,009"
1963,"Aug 9, 2023",The Last Voyage of the Demeter,"$45,000,000","$13,637,180","$20,397,648"
1964,"Aug 16, 2023",Blue Beetle,"$120,000,000","$72,541,501","$128,777,017"
1965,"Sep 8, 2023",My Animal,"$2,440,000",$0,$0
1966,"Sep 15, 2023",Expend4bles,"$100,000,000","$16,710,153","$51,133,603"
1967,"Sep 15, 2023",Dumb Money,"$30,000,000","$13,919,484","$17,956,910"
1968,"Sep 21, 2023",PAW Patrol: The Mighty Movie,"$30,000,000","$65,343,309","$201,778,987"
1969,"Sep 27, 2023",The Creator,"$80,000,000","$40,774,679","$104,272,136"
1970,"Sep 27, 2023",Saw X,"$13,000,000","$53,607,898","$109,210,342"
1971,"Oct 4, 2023",The Exorcist: Believer,"$30,000,000","$65,537,395","$136,983,002"
1972,"Oct 12, 2023",Trolls Band Together,"$95,000,000","$102,996,915","$209,579,955"
1973,"Oct 18, 2023",Killers of the Flower Moon,"$200,000,000","$68,026,901","$156,582,148"
1974,"Oct 25, 2023",Five Nights at Freddy’s,"$20,000,000","$137,275,620","$297,185,186"
1975,"Oct 27, 2023",Priscilla,"$20,000,000","$20,864,910","$30,414,364"
1976,"Nov 3, 2023",Godzilla Minus One (ゴジラ最新作),"$15,000,000","$56,418,793","$104,355,741"
1977,"Nov 8, 2023",The Marvels,"$274,800,000","$84,500,223","$199,706,250"
1978,"Nov 10, 2023",Journey to Bethlehem,"$6,000,000","$6,820,796","$7,768,171"
1979,"Nov 15, 2023",The Hunger Games: The Ballad of Songbirds & Snakes,"$100,000,000","$166,350,594","$327,338,136"
1980,"Nov 16, 2023",Thanksgiving,"$15,000,000","$31,945,385","$46,044,880"
1981,"Nov 16, 2023",Next Goal Wins,"$10,000,000","$6,713,826","$17,930,585"
1982,"Nov 22, 2023",Wish,"$200,000,000","$63,973,821","$239,933,048"
1983,"Nov 22, 2023",Napoleon,"$200,000,000","$61,524,375","$218,039,159"
1984,"Nov 30, 2023",Occupied City,"$5,000,000",$0,"$151,716"
1985,"Dec 6, 2023",Wonka,"$125,000,000","$218,383,547","$631,039,761"
1986,"Dec 6, 2023",Migration,"$72,000,000","$127,223,310","$292,289,828"
1987,"Dec 14, 2023",Ferrari,"$95,000,000","$18,550,030","$40,712,490"
1988,"Dec 20, 2023",Aquaman and the Lost Kingdom,"$205,000,000","$124,481,226","$434,044,305"
1989,"Dec 21, 2023",The Iron Claw,"$15,900,000","$35,611,828","$42,591,314"
1990,"Dec 22, 2023",Anyone But You,"$25,000,000","$88,293,175","$216,201,967"
1991,"Jan 10, 2024",Mean Girls,"$36,000,000","$72,404,248","$104,404,248"
1992,"Jan 11, 2024",Hanu Man,"$2,500,000","$2,300,000","$9,038,053"
1993,"Jan 26, 2024",The Underdoggs,"$30,000,000",$0,$0
1994,"Jan 31, 2024",Argylle,"$200,000,000","$45,207,275","$96,145,720"
1995,"Feb 14, 2024",Madame Web,"$80,000,000","$43,800,442","$97,720,397"
1996,"Feb 28, 2024",Dune: Part Two,"$190,000,000","$256,572,406","$630,230,610"
1997,"Mar 1, 2024",The Fall Guy,"$125,000,000",$0,$0
1998,"Mar 6, 2024",Kung Fu Panda 4,"$85,000,000","$155,473,935","$362,233,102"
1999,"Mar 6, 2024",Imaginary,"$13,000,000","$26,614,301","$33,800,872"
2000,"Mar 7, 2024",Cabrini,"$50,000,000","$18,578,012","$19,248,122"
2001,"Mar 20, 2024",Ghostbusters: Frozen Empire,"$100,000,000","$78,551,681","$113,651,681"
2002,"Mar 27, 2024",Godzilla x Kong: The New Empire,"$135,000,000","$99,185,441","$213,968,569"
2003,"Apr 11, 2024",Civil War,"$50,000,000",$0,$0
2004,"Aug 30, 2024",Reagan,"$25,000,000",$0,$0
2005,"Oct 10, 2024",Devara Part 1,"$75,000,000",$0,$0
2006,"May 2, 2025",Heaven and Hell,"$40,000,000",$0,$0
2007,"Jun 27, 2025",Doktor Dinozavrov (Доктор Динозавров)…,"$5,900,000",$0,$0
2008,"Oct 15, 2026",Time,"$5,000,000",$0,$0
2009,"Jan 22, 2027",Mandate,"$25,000,000",$0,$0
